"Company";"Company_Old";"NAIC";"Plan";"State";"Area";"Zip_Lookup_Code";"Gender";"T/NT";"Couple_Fac";"Eff_Date";"Rate_Type";"Age_For_Sorting";"Lowest_Rate?";"Highest_Rate?";"Age";"Monthly_Rate";"Quarterly_Rate";"Semi-Annual_Rate";"Annual_Rate";"Policy Fee";"Household Discount"
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";70.00;"Y";"N";"70";80.05;254.67;499.72;961.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";71.00;"Y";"N";"71";82.88;263.68;517.40;995.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";72.00;"Y";"N";"72";85.47;271.89;533.52;1026.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";73.00;"Y";"N";"73";87.80;279.31;548.08;1054.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";74.00;"Y";"N";"74";90.13;286.73;562.64;1082.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";75.00;"Y";"N";"75";92.13;293.09;575.12;1106.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";76.00;"Y";"N";"76";93.80;298.39;585.52;1126.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";77.00;"Y";"N";"77";95.46;303.69;595.92;1146.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";78.00;"Y";"N";"78";96.88;308.20;604.76;1163.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";79.00;"Y";"N";"79";98.21;312.44;613.08;1179.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";80.00;"Y";"N";"80";99.46;316.41;620.88;1194.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";81.00;"Y";"N";"81";100.79;320.65;629.20;1210.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";82.00;"Y";"N";"82";102.29;325.42;638.56;1228.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";83.00;"Y";"N";"83";103.46;329.13;645.84;1242.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";84.00;"Y";"N";"84";104.62;332.84;653.12;1256.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";85.00;"Y";"N";"85";105.71;336.29;659.88;1269.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";86.00;"Y";"N";"86";106.87;340.00;667.16;1283.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";87.00;"Y";"N";"87";107.79;342.91;672.88;1294.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";88.00;"Y";"N";"88";108.79;346.09;679.12;1306.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";89.00;"Y";"N";"89";109.79;349.27;685.36;1318.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";90.00;"Y";"N";"90";110.71;352.19;691.08;1329.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";91.00;"Y";"N";"91";111.54;354.84;696.28;1339.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";92.00;"Y";"N";"92";112.12;356.69;699.92;1346.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";93.00;"Y";"N";"93";112.95;359.34;705.12;1356.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";94.00;"Y";"N";"94";113.62;361.46;709.28;1364.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";95.00;"Y";"N";"95";114.12;363.05;712.40;1370.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";96.00;"Y";"N";"96";114.79;365.17;716.56;1378.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";97.00;"Y";"N";"97";115.37;367.03;720.20;1385.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";98.00;"Y";"N";"98";115.87;368.62;723.32;1391.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";99.00;"Y";"N";"99";116.45;370.47;726.96;1398.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";100.00;"Y";"N";"100";116.45;370.47;726.96;1398.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";65.00;"N";"Y";"65";66.31;210.94;413.92;796.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";66.00;"N";"Y";"66";66.31;210.94;413.92;796.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";67.00;"N";"Y";"67";66.31;210.94;413.92;796.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";68.00;"N";"Y";"68";68.97;219.42;430.56;828.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";69.00;"N";"Y";"69";71.80;228.43;448.24;862.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";70.00;"N";"Y";"70";74.47;236.91;464.88;894.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";71.00;"N";"Y";"71";76.89;244.60;479.96;923.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";72.00;"N";"Y";"72";79.47;252.81;496.08;954.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";73.00;"N";"Y";"73";81.55;259.44;509.08;979.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";74.00;"N";"Y";"74";83.63;266.06;522.08;1004.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";75.00;"N";"Y";"75";85.47;271.89;533.52;1026.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";76.00;"N";"Y";"76";87.38;277.99;545.48;1049.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";77.00;"N";"Y";"77";88.80;282.49;554.32;1066.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";78.00;"N";"Y";"78";90.21;287.00;563.16;1083.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";79.00;"N";"Y";"79";91.38;290.71;570.44;1097.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";80.00;"N";"Y";"80";92.63;294.68;578.24;1112.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";81.00;"N";"Y";"81";93.71;298.13;585.00;1125.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";82.00;"N";"Y";"82";94.88;301.84;592.28;1139.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";83.00;"N";"Y";"83";96.13;305.81;600.08;1154.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";84.00;"N";"Y";"84";97.21;309.26;606.84;1167.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";85.00;"N";"Y";"85";98.38;312.97;614.12;1181.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";86.00;"N";"Y";"86";99.21;315.62;619.32;1191.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";87.00;"N";"Y";"87";100.29;319.06;626.08;1204.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";88.00;"N";"Y";"88";101.29;322.24;632.32;1216.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";89.00;"N";"Y";"89";101.96;324.36;636.48;1224.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";90.00;"N";"Y";"90";102.79;327.01;641.68;1234.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";91.00;"N";"Y";"91";103.71;329.93;647.40;1245.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";92.00;"N";"Y";"92";104.29;331.78;651.04;1252.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";93.00;"N";"Y";"93";105.21;334.70;656.76;1263.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";94.00;"N";"Y";"94";105.46;335.49;658.32;1266.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";95.00;"N";"Y";"95";106.12;337.61;662.48;1274.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";96.00;"N";"Y";"96";106.71;339.47;666.12;1281.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";97.00;"N";"Y";"97";107.21;341.06;669.24;1287.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";98.00;"N";"Y";"98";107.87;343.18;673.40;1295.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";99.00;"N";"Y";"99";108.29;344.50;676.00;1300.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";100.00;"N";"Y";"100";108.29;344.50;676.00;1300.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";65.00;"N";"Y";"65";73.64;234.26;459.68;884.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";66.00;"N";"Y";"66";73.64;234.26;459.68;884.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";67.00;"N";"Y";"67";73.64;234.26;459.68;884.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";68.00;"N";"Y";"68";76.80;244.33;479.44;922.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";69.00;"N";"Y";"69";79.80;253.87;498.16;958.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";70.00;"N";"Y";"70";82.55;262.62;515.32;991.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";71.00;"N";"Y";"71";85.47;271.89;533.52;1026.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";72.00;"N";"Y";"72";88.13;280.37;550.16;1058.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";73.00;"N";"Y";"73";90.71;288.59;566.28;1089.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";74.00;"N";"Y";"74";93.05;296.01;580.84;1117.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";75.00;"N";"Y";"75";95.05;302.37;593.32;1141.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";76.00;"N";"Y";"76";96.88;308.20;604.76;1163.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";77.00;"N";"Y";"77";98.71;314.03;616.20;1185.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";78.00;"N";"Y";"78";100.13;318.53;625.04;1202.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";79.00;"N";"Y";"79";101.46;322.77;633.36;1218.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";80.00;"N";"Y";"80";102.71;326.75;641.16;1233.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";81.00;"N";"Y";"81";104.13;331.25;650.00;1250.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";82.00;"N";"Y";"82";105.46;335.49;658.32;1266.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";83.00;"N";"Y";"83";106.71;339.47;666.12;1281.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";84.00;"N";"Y";"84";108.04;343.71;674.44;1297.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"F (High)";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";85.00;"N";"Y";"85";109.21;347.42;681.72;1311.00;"$20";
